gender,location_type,program_enrolled,financial_aid_status,part_time_work,career_alignment,family_support,stress_levels,internet_connectivity_issues,parents_education,ragging_experience,age,family_income,distance_to_institute,tenth_marks,attendance_rate,test_scores_avg,practical_skills_rating,backlogs,teaching_quality_rating,motivation_score,num_siblings,dropout
Male,Urban,Welding,Partial,No,Low,Low,Low,Occasional Issues,Both College,No,23,7000.0,4.0,53.1,84.5,52.3,53.6,0,7,3,2,No
Male,Urban,Welding,No,Yes,High,High,Low,No Issues,Mixed,No,25,4691.0,9.3,87.0,10.0,88.5,94.9,1,6,9,3,No
Female,Rural,Mechanical,No,Yes,Medium,Medium,High,No Issues,No,Yes,19,6826.0,2.62,77.9,39.7,36.0,62.7,2,7,5,3,Yes
Male,Rural,Electrical,Full,No,Low,Medium,Medium,Occasional Issues,Both College,No,22,4613.0,27.38,61.9,26.6,43.4,64.6,3,9,5,2,Yes
Male,Urban,Plumbing,No,No,High,Medium,Medium,No Issues,Mixed,No,18,6324.0,0.5,76.6,84.2,59.7,56.2,2,5,7,1,No
Male,Rural,ECE,Partial,No,Medium,Medium,High,Occasional Issues,Both School,Yes,20,5727.0,6.76,56.9,37.3,35.0,45.0,1,7,4,1,Yes
Male,Semi-urban,Mechanical,Partial,Yes,Medium,Medium,High,Occasional Issues,Both College,No,21,5739.0,4.9,73.7,78.8,62.8,58.9,4,9,6,2,Yes
Male,Semi-urban,Civil,No,Yes,Medium,Medium,Low,Occasional Issues,No,No,18,17513.0,1.4,81.8,65.1,53.3,63.7,2,6,8,1,No
Male,Urban,Civil,Partial,No,Medium,Low,Medium,Frequent Issues,No,Yes,19,2983.0,21.7,92.8,45.6,59.0,79.2,0,6,2,2,Yes
Male,Semi-urban,ECE,Full,Yes,Low,Medium,Medium,Occasional Issues,Both School,No,19,9638.0,15.0,89.0,10.0,46.9,70.1,0,4,3,1,Yes
Male,Urban,Electrical,Partial,No,High,Low,High,No Issues,No,Yes,17,6767.0,0.7,81.0,61.7,80.6,75.5,7,8,5,4,Yes
Female,Rural,Computer IT,Full,Yes,Medium,Medium,Low,Occasional Issues,Mixed,No,21,10813.0,10.59,77.1,68.1,70.3,74.0,0,6,9,5,No
Male,Urban,Electrical,No,Yes,Medium,High,High,Frequent Issues,Both School,Yes,18,6269.0,5.9,81.5,43.0,59.4,78.5,0,3,4,1,Yes
Male,Rural,Computer IT,Full,No,High,High,Medium,Frequent Issues,Both School,No,19,3019.0,15.62,82.4,46.8,58.0,93.9,3,10,4,2,Yes
Male,Semi-urban,Electrical,Partial,No,Medium,High,Medium,No Issues,Both College,Yes,19,9645.0,1.5,75.4,22.5,45.5,52.6,1,7,6,2,No
Male,Semi-urban,Mechanical,Partial,Yes,High,Medium,Medium,No Issues,Mixed,No,21,6307.0,0.5,89.7,72.4,94.0,76.3,1,8,10,1,No
Female,Urban,Electrical,No,Yes,Medium,Low,Medium,Occasional Issues,Mixed,No,18,36245.0,6.4,79.1,61.0,56.3,62.3,2,7,6,3,Yes
Male,Urban,Civil,No,Yes,High,Medium,Medium,Occasional Issues,Both School,No,16,9631.0,19.2,80.2,21.1,63.1,90.9,1,8,7,5,No
Male,Rural,ECE,No,Yes,High,Medium,Medium,Frequent Issues,Both College,No,20,13491.0,9.11,68.0,29.7,79.9,100.0,2,10,10,1,No
Male,Rural,Civil,No,No,Low,Medium,High,Frequent Issues,Both College,No,22,19482.0,5.47,75.7,74.0,37.4,40.3,0,7,4,3,Yes
Male,Urban,Electrical,Partial,No,Low,Medium,Low,Occasional Issues,Mixed,No,20,11278.0,1.9,74.7,38.7,75.7,67.7,1,7,5,4,No
Male,Rural,Mechanical,No,Yes,Medium,Low,Medium,No Issues,Mixed,No,18,3607.0,14.49,81.0,45.8,43.8,58.7,1,6,4,1,Yes
Male,Rural,Civil,Partial,Yes,Medium,Medium,Low,Frequent Issues,Both College,No,20,10753.0,7.15,67.8,77.9,66.8,80.6,0,6,8,1,No
Male,Rural,ECE,Partial,Yes,High,High,High,No Issues,No,No,19,5514.0,5.11,97.4,73.2,55.0,68.4,4,5,7,1,Yes
Male,Rural,Mechanical,No,Yes,Low,High,Medium,No Issues,Both School,No,26,3738.0,1.45,79.6,51.6,58.4,71.7,1,8,4,1,Yes
Male,Rural,Mechanical,Partial,Yes,Medium,Medium,Low,Occasional Issues,Both College,No,16,8339.0,24.11,87.5,80.1,88.5,100.0,0,9,7,3,No
Male,Urban,Welding,Partial,Yes,Low,Medium,Medium,Frequent Issues,Both School,No,26,4475.0,11.0,59.1,57.2,35.9,50.0,3,7,4,2,Yes
Female,Semi-urban,Mechanical,No,No,Medium,Medium,Medium,Occasional Issues,Mixed,No,24,17354.0,8.9,64.8,62.7,39.3,52.9,1,6,6,1,No
Male,Semi-urban,ECE,Full,No,Low,High,High,No Issues,Both School,Yes,20,33836.0,8.1,66.7,82.2,42.8,44.2,0,6,4,4,No
Male,Urban,Mechanical,Partial,Yes,Medium,Medium,Low,Frequent Issues,Both School,No,21,22505.0,15.6,77.1,66.6,63.1,63.3,0,9,8,2,No
Female,Semi-urban,Computer IT,Partial,No,Low,Medium,High,No Issues,Mixed,No,26,4741.0,36.5,96.0,62.6,59.4,55.6,0,7,6,2,Yes
Female,Semi-urban,Civil,Partial,No,Low,Medium,Medium,Occasional Issues,Both School,No,20,11161.0,4.1,87.1,35.7,35.0,41.4,1,4,4,2,Yes
Male,Urban,Plumbing,Partial,Yes,Low,Low,Low,Occasional Issues,Both School,No,19,12188.0,0.5,76.7,78.8,71.0,87.7,2,5,3,1,No
Male,Rural,Plumbing,No,Yes,Low,High,Medium,No Issues,Both College,No,17,10442.0,4.84,69.8,14.6,90.0,100.0,1,5,5,5,Yes
Male,Urban,Welding,No,Yes,Medium,High,Low,No Issues,No,No,16,4721.0,1.2,89.7,61.0,67.9,81.4,1,8,9,2,No
Male,Urban,Civil,Full,No,Medium,Low,Low,Occasional Issues,No,No,19,6391.0,22.6,77.6,46.4,35.0,53.8,1,5,5,1,Yes
Male,Semi-urban,Electrical,Partial,No,Medium,Medium,Medium,Occasional Issues,Both College,No,19,3537.0,6.5,91.2,62.6,70.6,81.2,0,7,5,5,No
Male,Rural,Computer IT,Partial,Yes,High,High,Medium,No Issues,No,No,22,3369.0,3.91,75.6,71.8,89.6,82.3,0,10,10,2,No
Male,Semi-urban,Mechanical,No,Yes,Medium,High,Low,Occasional Issues,Both School,No,20,2000.0,4.9,60.2,10.0,76.3,76.9,4,9,10,1,Yes
Female,Urban,ECE,Partial,No,Medium,High,Medium,Occasional Issues,Both School,No,23,17380.0,7.3,88.5,50.1,40.7,41.3,1,5,4,1,No
Male,Semi-urban,Welding,No,No,Low,Medium,Low,No Issues,Both College,No,22,7114.0,4.4,76.3,80.4,50.6,58.1,0,6,3,1,No
Male,Semi-urban,Electrical,No,No,Low,Medium,High,No Issues,Both College,Yes,20,28103.0,21.8,77.8,51.7,59.2,59.1,0,3,3,1,Yes
Male,Urban,Mechanical,Partial,Yes,Medium,Low,High,Frequent Issues,Both School,No,18,16786.0,3.2,80.9,25.3,76.0,79.1,1,8,7,2,No
Female,Rural,Welding,Partial,No,Medium,Low,Medium,Occasional Issues,Both School,No,20,14810.0,2.5,66.3,48.0,48.6,72.7,1,4,5,4,Yes
Male,Rural,Computer IT,Partial,No,Low,Medium,High,No Issues,Both College,Yes,24,7246.0,18.1,91.9,58.9,55.3,76.3,1,10,2,1,Yes
Female,Urban,Civil,Partial,No,High,Low,Low,Occasional Issues,Both College,No,16,40816.0,4.0,80.9,83.9,62.0,69.6,1,6,6,5,No
Female,Rural,ECE,Full,No,Medium,Low,Medium,Occasional Issues,Both School,No,18,11054.0,11.07,84.1,38.3,54.0,75.1,3,6,6,3,Yes
Male,Urban,Plumbing,Partial,No,Low,Medium,Low,Occasional Issues,Both College,No,18,12288.0,0.5,86.9,23.9,54.1,60.9,8,5,5,3,Yes
Male,Semi-urban,Mechanical,No,Yes,Medium,High,Low,No Issues,No,No,24,10994.0,2.1,78.0,91.7,77.5,85.5,6,9,4,3,Yes
Male,Urban,Mechanical,No,Yes,High,Medium,Medium,Frequent Issues,Both School,No,19,14802.0,0.5,94.1,39.5,64.8,100.0,2,5,8,3,No
Male,Urban,Welding,No,No,Low,High,Low,Occasional Issues,Both School,No,21,8802.0,7.9,86.8,48.4,51.2,72.8,1,6,4,1,No
Female,Urban,Mechanical,Partial,No,Low,High,Low,Frequent Issues,No,No,18,10851.0,6.4,95.7,52.2,45.5,67.2,0,3,6,1,No
Female,Semi-urban,Welding,Full,Yes,Low,High,High,Frequent Issues,Mixed,No,18,6808.0,2.1,76.5,14.8,50.5,63.9,8,5,4,2,Yes
Male,Urban,Civil,Full,No,Low,High,Low,Occasional Issues,No,No,20,12768.0,3.0,88.6,97.5,45.0,40.0,0,7,3,3,No
Male,Urban,Plumbing,Partial,No,Low,High,Low,No Issues,Both School,No,19,4921.0,11.4,79.7,23.2,52.4,67.9,4,4,4,2,Yes
Male,Rural,Plumbing,Partial,No,Low,Medium,Medium,Occasional Issues,No,No,18,2155.0,26.52,93.0,31.8,76.2,88.0,1,6,4,1,Yes
Male,Rural,ECE,Partial,No,High,Low,High,No Issues,Both School,No,18,4238.0,4.84,67.5,81.8,61.7,59.0,0,8,8,2,No
Female,Urban,Electrical,No,No,High,Medium,Low,Occasional Issues,Both School,No,21,22416.0,8.1,78.4,81.6,45.6,54.7,0,4,6,1,No
Female,Rural,ECE,Partial,No,Low,Medium,Medium,No Issues,No,No,17,14054.0,13.34,78.8,27.4,68.4,79.0,2,5,5,3,Yes
Male,Semi-urban,Plumbing,Partial,Yes,High,Low,Medium,Occasional Issues,Both School,No,18,14240.0,3.2,73.6,58.9,51.0,97.0,1,6,8,2,No
Male,Semi-urban,Mechanical,Full,No,Medium,Low,High,No Issues,Both College,No,21,9590.0,6.6,88.3,78.6,72.1,81.2,0,8,3,5,No
Male,Urban,Mechanical,No,Yes,High,Medium,Medium,Occasional Issues,Both School,No,21,7340.0,0.8,83.2,92.0,74.4,77.1,0,8,8,2,No
Female,Rural,ECE,Full,Yes,Medium,Medium,Low,Frequent Issues,Mixed,No,17,4303.0,15.81,95.4,59.4,38.1,49.2,1,8,7,2,No
Male,Semi-urban,Computer IT,Partial,No,Medium,High,Medium,Occasional Issues,Both School,No,19,20488.0,9.8,72.4,10.0,60.0,62.6,1,8,9,1,No
Female,Urban,Plumbing,Full,No,Medium,Medium,Medium,Frequent Issues,Mixed,No,17,7471.0,1.8,55.6,80.3,35.0,57.4,0,3,6,4,No
Female,Semi-urban,Welding,Partial,No,Medium,Medium,High,No Issues,No,No,19,11168.0,0.5,71.7,78.5,89.1,99.5,0,6,7,3,No
Male,Rural,Computer IT,Partial,Yes,Medium,High,Medium,No Issues,Mixed,No,18,5891.0,4.02,83.7,61.1,68.6,57.7,0,8,7,3,No
Male,Urban,Civil,Partial,Yes,Medium,Medium,Medium,Occasional Issues,No,No,18,5246.0,8.7,73.4,63.3,55.3,49.9,0,5,3,2,Yes
Female,Semi-urban,ECE,Partial,Yes,High,Medium,Low,Occasional Issues,No,No,17,2000.0,0.9,81.2,15.9,39.3,57.3,4,8,6,5,Yes
Female,Urban,Computer IT,No,Yes,Medium,Medium,Low,No Issues,No,No,24,4131.0,7.5,70.2,47.6,37.9,46.6,3,8,5,1,Yes
Female,Semi-urban,Civil,Full,Yes,Low,Medium,Medium,No Issues,Both School,No,19,7877.0,13.1,76.8,79.0,89.9,91.7,1,10,4,3,No
Male,Semi-urban,ECE,Partial,Yes,Medium,Low,High,Occasional Issues,Both College,No,26,10682.0,1.7,52.4,79.8,62.6,91.2,0,8,4,1,No
Male,Semi-urban,Plumbing,Partial,No,High,High,Medium,Occasional Issues,No,No,19,9217.0,22.2,75.9,70.5,53.4,62.4,0,4,9,2,No
Male,Urban,ECE,Partial,No,Medium,High,Medium,No Issues,Both School,No,18,5027.0,18.4,96.3,73.6,39.5,45.9,0,10,5,2,No
Female,Rural,Welding,Partial,No,Medium,Low,Low,Occasional Issues,Mixed,No,22,9068.0,1.33,81.8,89.8,69.7,89.9,0,3,5,3,No
Male,Rural,Welding,Partial,No,Medium,Low,Medium,No Issues,Both School,Yes,21,5040.0,11.19,91.2,28.3,77.3,100.0,1,5,3,2,Yes
Male,Urban,ECE,Partial,Yes,Medium,Medium,Medium,No Issues,Mixed,Yes,22,18885.0,7.2,75.9,45.4,49.7,50.9,1,4,4,2,No
Male,Semi-urban,Welding,Partial,Yes,High,High,Medium,Frequent Issues,Mixed,No,16,35268.0,1.7,81.9,66.8,84.7,90.1,6,6,9,1,Yes
Male,Urban,Electrical,No,Yes,Low,High,High,No Issues,Both College,No,16,50000.0,1.7,66.1,56.5,57.8,62.9,0,7,4,4,No
Female,Urban,Mechanical,Full,Yes,Medium,Medium,Medium,No Issues,Mixed,No,19,11841.0,11.0,74.7,83.4,75.1,79.5,4,8,9,1,No
Male,Rural,Mechanical,No,Yes,High,Low,High,Frequent Issues,Both School,No,22,5546.0,4.69,82.8,59.8,35.2,46.5,3,5,5,2,Yes
Male,Urban,Welding,Partial,No,Low,Medium,Low,Occasional Issues,Both School,No,18,31089.0,10.8,66.4,82.8,95.2,100.0,3,8,5,1,No
Female,Urban,Mechanical,Partial,No,Medium,Low,High,Occasional Issues,No,No,19,4435.0,0.5,48.1,85.4,58.0,78.6,8,9,5,1,Yes
Male,Rural,Plumbing,Full,Yes,Medium,High,High,Occasional Issues,Both College,Yes,22,4205.0,15.22,85.9,60.3,67.1,86.2,9,3,4,2,Yes
Male,Semi-urban,Computer IT,Full,No,Low,High,High,Frequent Issues,Both College,Yes,21,7000.0,2.8,91.8,73.4,72.3,84.1,6,8,3,2,Yes
Male,Semi-urban,Computer IT,Partial,No,Low,Medium,High,No Issues,No,No,21,20007.0,2.1,86.7,76.6,53.2,66.3,4,6,4,2,Yes
Male,Urban,Electrical,Partial,No,High,High,Medium,Occasional Issues,No,No,24,6694.0,3.6,82.8,75.0,53.2,89.0,2,7,4,2,No
Male,Semi-urban,Computer IT,No,Yes,Low,Medium,High,No Issues,No,Yes,22,14459.0,7.3,81.4,58.8,75.8,87.8,3,10,2,4,Yes
Male,Urban,Mechanical,No,Yes,Medium,Medium,Low,Frequent Issues,Both College,No,22,9604.0,17.9,75.4,84.3,62.6,90.7,0,10,7,2,No
Male,Semi-urban,Welding,Partial,No,Medium,Medium,High,No Issues,Both School,Yes,19,7135.0,2.6,85.7,77.5,86.9,89.1,0,6,5,3,No
Male,Semi-urban,Electrical,No,Yes,High,Medium,High,No Issues,Both School,No,23,6531.0,2.2,75.4,12.9,43.9,42.6,1,9,5,1,Yes
Male,Semi-urban,Electrical,No,No,Medium,Low,High,No Issues,Both School,No,19,17396.0,5.7,77.3,90.8,54.3,73.9,0,10,6,3,No
Male,Semi-urban,Electrical,Partial,No,Medium,High,Low,Occasional Issues,Both School,No,19,33205.0,0.5,66.4,28.7,64.2,86.4,3,6,8,3,No
Male,Urban,Computer IT,No,No,Medium,High,High,No Issues,Mixed,Yes,21,47756.0,7.3,70.0,45.1,72.7,72.2,1,7,5,2,No
Female,Rural,Mechanical,No,Yes,Medium,Medium,Medium,Occasional Issues,Mixed,No,24,2283.0,3.39,88.4,71.6,42.6,55.5,0,9,7,1,No
Male,Urban,Mechanical,No,No,Low,High,Medium,Occasional Issues,Both College,Yes,20,16339.0,1.2,97.1,64.3,79.0,93.4,0,10,3,2,No
Male,Urban,Electrical,Partial,No,Low,High,High,No Issues,Mixed,Yes,21,10528.0,33.3,67.5,11.3,61.0,76.1,0,7,2,2,Yes
Male,Rural,Electrical,Full,Yes,Medium,Medium,Medium,No Issues,No,No,22,2000.0,2.44,77.9,57.5,38.8,55.9,0,8,8,5,No
Male,Semi-urban,Computer IT,Partial,No,Medium,Medium,Low,Frequent Issues,Mixed,No,23,4594.0,10.3,87.2,92.1,57.1,69.8,2,8,4,2,No
Female,Urban,Mechanical,Partial,No,Low,Low,High,Frequent Issues,Mixed,No,17,42272.0,13.7,62.7,63.4,74.6,86.9,1,10,2,2,Yes
Male,Rural,Welding,Partial,No,Medium,Medium,High,Frequent Issues,Both College,No,15,12493.0,3.25,91.7,56.7,35.0,40.0,1,6,6,2,Yes
Female,Semi-urban,Mechanical,Partial,No,Medium,Medium,Medium,Frequent Issues,No,No,23,31231.0,29.4,82.6,79.8,75.1,84.7,0,6,4,3,No
Female,Semi-urban,Electrical,No,Yes,High,Medium,Low,Occasional Issues,No,No,23,4254.0,9.6,66.3,59.5,45.6,40.0,2,4,7,2,Yes
Male,Rural,Electrical,No,Yes,Medium,High,Low,No Issues,No,No,25,3202.0,1.38,93.8,89.3,49.7,52.8,0,6,9,2,No
Male,Semi-urban,Civil,No,No,Medium,Medium,High,Occasional Issues,Mixed,No,23,7164.0,2.5,90.6,12.8,35.0,44.3,7,4,9,2,Yes
Male,Semi-urban,Mechanical,Full,No,Medium,Medium,High,Frequent Issues,Both School,No,21,12786.0,12.2,85.3,61.7,60.7,89.1,0,9,6,1,No
Female,Semi-urban,Mechanical,No,Yes,Low,Low,Medium,Frequent Issues,Both School,No,22,19371.0,4.5,84.9,68.9,47.2,56.7,0,8,4,5,Yes
Male,Urban,Computer IT,Partial,No,High,Low,High,Frequent Issues,Mixed,No,19,10814.0,13.7,82.8,91.1,64.3,62.4,0,7,5,4,No
Male,Rural,ECE,Partial,Yes,Medium,High,Low,Occasional Issues,Mixed,No,21,11184.0,26.42,85.6,18.5,38.8,57.5,1,7,6,3,No
Male,Semi-urban,Mechanical,No,Yes,High,High,High,No Issues,Both College,Yes,23,6006.0,3.8,97.2,45.0,65.0,86.7,3,8,7,1,Yes
Male,Urban,Welding,No,Yes,Medium,Medium,High,Occasional Issues,No,Yes,21,12156.0,6.2,86.7,61.7,70.9,92.9,2,8,4,2,Yes
Male,Rural,Civil,Full,No,Medium,Medium,High,Occasional Issues,Mixed,No,24,18215.0,1.99,75.0,79.0,79.2,89.2,0,6,3,4,No
Male,Urban,Mechanical,No,Yes,High,High,High,Frequent Issues,Mixed,No,19,12911.0,4.7,79.0,68.5,47.6,56.1,2,8,9,1,No
Female,Urban,Mechanical,Partial,No,Medium,High,Low,No Issues,Mixed,No,22,50000.0,21.4,81.5,24.8,81.7,100.0,0,10,10,3,No
Male,Rural,Welding,Partial,No,Low,High,Medium,No Issues,Mixed,No,20,13913.0,15.37,93.3,80.0,46.1,45.6,0,5,6,3,No
Female,Semi-urban,Mechanical,Partial,Yes,High,Medium,Low,Occasional Issues,No,No,18,5610.0,0.7,84.4,60.2,62.0,57.5,0,10,7,2,No
Female,Urban,ECE,Partial,No,Medium,Medium,High,No Issues,Both School,No,24,30828.0,3.3,78.7,94.7,61.2,48.8,0,7,6,3,No
Male,Rural,Electrical,No,Yes,Medium,High,Low,Occasional Issues,No,No,17,14627.0,7.11,74.7,47.6,49.8,53.3,1,7,10,1,No
Male,Rural,Civil,Full,No,Low,Medium,High,Occasional Issues,Both School,No,21,4592.0,24.97,69.1,78.6,74.7,100.0,0,9,3,2,No
Male,Rural,ECE,Partial,No,Medium,Medium,Low,Occasional Issues,Both School,No,17,6541.0,4.64,65.2,91.9,43.8,43.8,3,3,6,3,Yes
Male,Semi-urban,Welding,Full,Yes,Medium,Low,High,No Issues,No,No,19,4951.0,38.7,85.5,47.9,46.9,79.5,2,3,6,2,Yes
Male,Semi-urban,Computer IT,Full,No,Low,Medium,Medium,Frequent Issues,No,No,19,12127.0,2.5,74.3,67.1,85.0,100.0,2,7,5,3,No
Female,Rural,Civil,Partial,No,Medium,High,Medium,No Issues,Mixed,Yes,25,3353.0,27.75,51.7,20.9,43.6,76.6,1,5,5,1,Yes
Male,Rural,Mechanical,Partial,No,Medium,Medium,Medium,No Issues,Both School,No,20,3463.0,12.75,86.7,83.8,66.0,59.4,1,6,8,3,No
Female,Rural,Computer IT,No,Yes,Medium,Medium,Medium,Occasional Issues,Both School,No,22,3608.0,11.79,87.3,42.5,35.0,43.6,0,6,8,2,Yes
Male,Semi-urban,Welding,Partial,No,Medium,Low,Medium,Occasional Issues,No,No,18,3796.0,0.9,82.6,10.0,51.6,66.5,0,3,7,2,No
Male,Urban,Electrical,No,No,High,Low,Medium,Occasional Issues,Mixed,No,17,18821.0,0.6,73.2,22.9,55.1,60.1,6,3,5,1,Yes
Male,Urban,Electrical,Partial,Yes,Medium,Low,Medium,Frequent Issues,Both School,No,19,8642.0,4.5,78.7,27.7,38.5,56.8,3,7,7,1,Yes
Female,Semi-urban,Electrical,No,No,Medium,Medium,Medium,No Issues,Mixed,No,25,23891.0,6.6,72.8,40.5,68.8,74.8,3,9,6,3,Yes
Male,Semi-urban,Plumbing,No,Yes,High,Low,High,Occasional Issues,Both School,No,19,22075.0,3.0,69.7,71.3,84.5,81.0,0,6,6,2,No
Female,Urban,Electrical,No,Yes,High,High,Low,No Issues,Both College,No,19,9825.0,1.0,80.1,40.1,77.6,100.0,7,7,6,1,Yes
Male,Urban,ECE,Partial,No,Low,High,Medium,No Issues,Both School,No,19,21465.0,50.0,85.0,85.8,76.0,56.4,1,6,5,2,No
Female,Urban,Computer IT,Partial,No,High,Medium,Medium,Occasional Issues,Both College,No,18,48025.0,7.1,64.5,68.9,59.8,64.7,0,7,8,1,No
Male,Urban,Computer IT,Partial,No,Medium,High,High,Occasional Issues,Both College,Yes,20,36013.0,10.6,87.6,63.4,87.6,99.3,7,8,6,2,Yes
Female,Urban,Plumbing,Partial,No,Medium,Low,Medium,Occasional Issues,Both School,No,18,12424.0,14.1,88.2,45.7,45.5,41.4,1,5,5,4,Yes
Male,Semi-urban,Computer IT,No,No,High,Low,High,Frequent Issues,Both School,No,18,3565.0,5.7,81.8,78.6,43.3,66.0,0,10,5,1,No
Female,Semi-urban,Welding,Partial,No,High,Low,High,Occasional Issues,No,No,23,3854.0,2.4,93.7,72.8,72.0,87.9,0,5,6,1,No
Female,Urban,Welding,No,No,Medium,Medium,Medium,Occasional Issues,Mixed,No,23,37791.0,1.9,84.0,48.9,58.6,60.0,0,5,8,4,No
Male,Semi-urban,Civil,Full,No,High,High,Medium,No Issues,Both College,No,21,10518.0,1.3,81.1,80.4,73.4,81.5,6,4,6,2,No
Male,Semi-urban,Electrical,Partial,No,Medium,Low,High,Occasional Issues,Both College,Yes,21,8667.0,7.9,88.9,74.5,72.3,68.7,0,6,6,1,No
Male,Semi-urban,Mechanical,Partial,No,Medium,Medium,High,Frequent Issues,Both School,No,21,5429.0,13.4,87.6,91.4,90.4,87.0,0,6,6,2,No
Female,Rural,Civil,No,Yes,Medium,Low,Low,Frequent Issues,No,No,19,6809.0,3.15,55.8,86.4,66.4,62.6,0,7,4,2,Yes
Male,Urban,Computer IT,Partial,No,Medium,Low,High,No Issues,Mixed,No,20,6666.0,6.7,66.9,58.3,45.9,56.4,1,6,5,4,No
Female,Semi-urban,Welding,No,Yes,Medium,High,Medium,Occasional Issues,Mixed,No,23,7110.0,15.1,75.0,66.6,56.9,50.4,0,4,4,2,No
Male,Urban,Computer IT,Full,No,Medium,High,Low,Occasional Issues,Both College,No,22,10349.0,7.8,72.8,40.3,52.1,77.4,2,5,8,3,No
Male,Semi-urban,Electrical,Partial,No,Medium,Low,Medium,Frequent Issues,Both School,No,20,6820.0,5.7,75.9,55.2,45.9,75.2,1,8,6,2,No
Male,Semi-urban,Welding,No,Yes,Medium,High,Low,Occasional Issues,Both School,No,18,4989.0,17.6,67.8,23.9,50.5,65.5,1,3,8,1,Yes
Male,Semi-urban,ECE,Full,No,Medium,Medium,Medium,No Issues,Both College,No,19,6480.0,0.5,93.8,14.0,66.1,76.8,2,3,8,4,No
Male,Rural,Mechanical,Partial,No,High,Medium,Low,Frequent Issues,No,No,18,2000.0,0.86,68.7,61.2,44.7,40.0,0,7,4,3,No
Female,Urban,Mechanical,No,Yes,Low,Medium,High,Occasional Issues,Mixed,No,18,8033.0,7.6,70.4,71.7,44.9,44.3,5,8,5,1,Yes
Female,Semi-urban,Welding,Partial,Yes,Medium,High,Medium,Occasional Issues,Mixed,No,21,12559.0,4.2,65.2,68.4,55.5,71.9,2,8,8,2,No
Male,Semi-urban,Welding,Full,No,Low,Medium,Medium,No Issues,No,Yes,19,13341.0,29.3,90.2,50.4,69.4,79.6,0,4,1,1,Yes
Female,Semi-urban,Civil,Full,Yes,Low,High,Low,No Issues,Mixed,No,20,17775.0,14.6,72.5,31.4,42.3,49.8,0,5,3,3,Yes
Female,Semi-urban,Plumbing,Partial,No,Medium,Low,Medium,No Issues,Mixed,No,25,6738.0,3.3,83.6,33.6,67.6,76.1,0,6,3,2,No
Male,Rural,Civil,Full,No,Medium,High,Medium,Frequent Issues,Both College,No,19,8607.0,10.13,81.2,63.8,50.3,57.3,0,9,6,4,No
Male,Urban,Electrical,No,No,Medium,High,Medium,Frequent Issues,Mixed,No,23,13822.0,8.3,89.2,86.1,99.2,100.0,3,8,5,1,No
Female,Urban,Civil,No,Yes,Medium,High,Medium,Frequent Issues,Mixed,No,21,5934.0,6.5,81.5,64.4,80.6,90.0,0,6,10,2,No
Male,Rural,Electrical,Full,No,Medium,High,Low,No Issues,Both College,No,24,14837.0,19.9,55.0,15.6,73.1,80.4,0,8,6,1,No
Male,Urban,ECE,Partial,No,Low,Medium,High,Occasional Issues,Both College,No,19,10550.0,2.5,81.8,15.0,51.2,63.0,1,8,6,1,No
Female,Semi-urban,Computer IT,Partial,Yes,Low,Low,Low,Occasional Issues,Both School,No,18,29166.0,3.8,71.6,72.8,87.8,79.5,0,8,3,2,No
Female,Urban,Electrical,No,Yes,Medium,Low,Medium,Occasional Issues,Both School,Yes,20,7373.0,4.9,92.6,27.3,48.3,51.8,2,8,3,1,Yes
Female,Rural,Plumbing,No,Yes,Medium,Medium,Medium,Occasional Issues,Both School,No,20,8790.0,0.76,85.1,65.4,40.8,51.5,0,3,9,3,Yes
Male,Urban,Plumbing,No,No,Medium,Low,High,No Issues,Both School,No,24,14672.0,20.3,88.6,81.1,76.3,94.7,0,6,6,2,No
Male,Rural,Mechanical,Partial,Yes,Low,High,Low,No Issues,Mixed,No,22,3743.0,38.43,71.6,26.2,49.0,53.9,1,8,4,3,Yes
Female,Rural,ECE,Partial,No,High,Low,High,No Issues,Both College,No,16,15690.0,10.05,80.0,21.1,50.9,80.7,4,3,8,1,Yes
Male,Semi-urban,Welding,Partial,Yes,Medium,High,Low,No Issues,Mixed,No,18,3676.0,2.2,68.1,62.6,76.3,76.1,8,7,7,1,Yes
Male,Semi-urban,Electrical,Partial,Yes,High,High,Low,No Issues,Both College,No,24,20518.0,5.0,91.5,70.6,90.4,100.0,0,9,5,1,No
Male,Urban,Computer IT,No,Yes,Low,Medium,Low,No Issues,Both College,No,20,10280.0,21.3,76.7,55.2,38.2,53.2,1,10,3,2,Yes
Male,Semi-urban,ECE,Full,No,Medium,Medium,High,No Issues,Both College,Yes,23,23870.0,5.6,73.8,32.6,88.6,100.0,1,7,4,1,No
Male,Semi-urban,Welding,No,Yes,Medium,Low,High,No Issues,No,No,20,2299.0,10.2,62.3,59.2,63.3,75.8,0,6,5,6,Yes
Female,Urban,Electrical,Partial,Yes,High,Medium,Low,Occasional Issues,Both School,No,24,25286.0,10.0,61.5,29.1,71.9,85.5,1,4,6,5,No
Male,Urban,Welding,Partial,Yes,Medium,High,Medium,No Issues,Both School,No,25,8968.0,1.5,77.2,17.2,42.0,64.3,0,3,10,1,No
Male,Urban,Electrical,No,Yes,Low,Low,High,Frequent Issues,Mixed,Yes,16,11486.0,8.7,87.1,58.5,59.1,76.3,0,7,1,2,Yes
Female,Urban,ECE,No,No,Low,High,Low,Frequent Issues,Mixed,No,24,22056.0,2.3,84.0,12.3,49.6,87.8,1,6,3,1,No
